,nickname,text,score,like,dislike,time,watch_movie
166,ohmy****,앞으로 짱깨새끼들은 영화 못만들게 해야 한다. 공해다 공해.,1,8,1,2020-09-19 14:20:00,0
167,꼬마(k_nr****),혹시나...역시나...,2,8,1,2020-09-19 14:08:00,0
168,건진(0905****),그냥 원작 애니메이션 뮬란을 한 번 더 보자,4,9,2,2020-09-17 18:06:00,0
169,장석원(lisa****),하...돌려줘 내시간,1,9,2,2020-09-17 14:16:00,0
170,교리아(wjsr****),우웩카욱커욱에욱우익,1,9,2,2020-09-17 13:48:00,0
171,촬콱(aass****),이건뭔지ㅎㅎ아닌가.,1,9,2,2020-09-17 13:47:00,0
172,토르(scv5****),몰랐는데 야오 말고 링 치엔포도 나왔던데 누가 누군지 모를정도로 새로 나온 동료 때문에 답답할 정도,1,9,2,2020-09-17 13:47:00,0
173,대해(guy0****),기대 많이했는데 ㅠㅠ,2,9,2,2020-09-17 13:37:00,0
174,hsgd(harv****),개미  크라운제이가 나와서 놀랐다  그리고 뮬란 혼자 무쌍찍고 혼자다함 ㅋ,4,9,2,2020-09-17 12:11:00,0
175,song****,이걸 영화관에서 볼 사람 상영관에서 잠자는걸 추천함,1,10,3,2020-09-17 12:35:00,0
176,JADE(pyth****),친중 좌파분들 이 영화 님들이 싫어하는 미국에서 만든 영화니까 평점 1점 주시면 되요,1,11,4,2020-09-17 12:46:00,0
177,gjb109(gjb1****),음 보이콧 하실 분들 계속 하셔도 될것 같아요~!,1,12,5,2020-09-17 10:42:00,0
178,웅공이(kiki****),.그래도 뭐 디즈니니까 재밌겟지..재미있어지겟지..했는데 마지막까지 액션마저 잔잔하니ㅎ 그래도 코로나덕에? 영화관 사람 아무도 없어서 엄마랑 조용히 잘봤어요.,6,13,6,2020-09-27 22:40:00,관람객
179,best****,이런 저런 논란 떠나서 너무 재미가 없어요..명색이 무협물인데 액션이 c급 입니다..스케일도 그많은 돈은 어디다 쓴건지 뒤에 한번 나오는 대규모 전투씬은 규모가 너무 작아요 ..뮤지컬 형식을 떼니 그냥 이도 저도 아...,4,13,6,2020-09-17 11:03:00,0
180,하하맨(lshs****),스포일러가 포함된 감상평입니다. 감상평 보기,3,13,6,2020-09-17 10:26:00,0
181,일이삼(rltj****),사스가 차이니즈 머니 영화,1,13,6,2020-09-17 09:09:00,0
182,토라(shin****),고급 레스토랑에서 컵라면 나온 느낌...이렇게 만들고도 돈벌려고 하다니ㅜㅜ,2,14,7,2020-09-17 09:51:00,0
183,lee(lees****),스포일러가 포함된 감상평입니다. 감상평 보기,1,15,8,2020-09-17 09:48:00,0
184,핸디 정(airi****),중국인 댓글부대 심각하네...,1,6,0,2020-09-25 03:28:00,0
185,최지헌(sumo****),클레멘타인도 이것보단 낫다 반박시 마오쩌뚱,1,6,0,2020-09-21 17:12:00,0
186,고광진(zzzz****),차라리 ㅇㅐ님ㅔ이션이였으면 좋았을즛,2,6,0,2020-09-19 13:16:00,0
187,콥자(kopj****),성인용 디즈니 실사화라지만 조금 더 뮬란이라는 캐릭터에 감정이입할 수 있는 드라마틱한 연출이 있었으면 좋지 않았을까. 주연이나 조연이나 다 무의미하게 소모되는 느낌이 강했음.,6,7,1,2020-10-02 15:23:00,관람객
188,내가 망고라니(coko****),ㅅ ㅣ  ㅈ ㅣ ㄴ  ㅍ ㅣ ㅇ  ㄱ ㅐ ㅅ ㅐ ㄲ ㅣ,1,7,1,2020-09-21 19:52:00,0
189,꽃다발(tree****),스포일러가 포함된 감상평입니다. 감상평 보기,1,7,1,2020-09-18 07:35:00,0
190,곶감(rahw****),이미 외국에서 평이 망할대로 망한 걸 알고 봄.. 재미없는 건 둘째치고 아무리 봐도 이 시기에 뮬란 실사화를 한다는 건 중국자본과 PC자본에 묻어가려 한 거 같은데 아이러니하게도 중국인들과 PC지지자도 싫어할 거 같...,3,7,1,2020-09-18 02:18:00,0
191,임준빈(iimm****),아름다운 홍콩을 구원하라 !!!!,1,7,1,2020-09-17 21:50:00,0
192,cho(choc****),이정도면 뮬란을 안보고 만든 영화입니다,1,8,2,2020-09-19 21:09:00,0
193,sup(supr****),최악최악최악최악최악최악최악최악최악,1,8,2,2020-09-19 14:35:00,0
194,하은영(yllk****),보지마세요 돈아까움.,1,8,2,2020-09-19 14:16:00,0
195,스카이횬(infi****),역사 의식 다 무시한 채 디즈니라는 네임표달고 만들어재끼면 그게 영화냐?,1,8,2,2020-09-19 13:40:00,0
196,창격술(0117****),짱개 무협영화에 디즈니 마크만...주옥같은 뮬란 OST는 어디다 다 팔아먹고...아이유를 뮬란으로 해서 다시 찍어라...,1,10,4,2020-09-17 21:56:00,0
197,LRCKKI(kika****),#BoycottMulan,1,10,4,2020-09-17 09:55:00,0
198,잇힝(jong****),"눈사태 씬은 어디 갔으며 유역비의 발연기 이연걸, 견자단,공리는 왜나온거냐?? 차라리 작은소망이 더 낫네 Taiwan No.1 !",2,12,6,2020-09-17 09:47:00,0
199,김강민(kim1****),,1,12,6,2020-09-17 09:24:00,0
200,포옹(kkim****),엄청 기대했는데 이걸 보는 순간 오래된 원작 애니가 대단한 명작이라 느낄거다. 중국자본 들어가다 말았는지 완성도가 폭망수준..,1,13,7,2020-09-17 09:45:00,0
201,보라보라온(good****),Free Hongkong,1,14,8,2020-09-17 09:01:00,0
202,ihat(ihat****),중국 공산당의 신장 위구르 인권탄압에 침묵한 디즈니는 각성하라,1,20,14,2020-09-17 10:12:00,0
203,sksg****,중국물 먹으면 디즈니도 어쩔수없이 맛이 가버리는구나..,1,22,16,2020-09-17 10:04:00,0
204,Likewind(hism****),방금 조조로 봤는데.. 음.. 예상대로의 영화였음. 기대안해서인지 화는 안나네^^; 내가 이연걸을 못알아봤다는게 더 충격 ㅋㅋ,6,27,21,2020-09-17 12:23:00,0
205,서켱(shyk****),쓰레기입니다. 진지하게 이걸 볼거면 차라리 테넷을 보십시요.잘 만든 원작에 중국과 PC가 묻은 쓰레기입니다.여기서 유일하게 잘나온거? OST말고는 없을겁니다.그 OST마저 뮤지컬 사운드 트랙이 아니라 ㅄ BGM으로 ...,2,5,0,2020-09-25 12:32:00,0
206,델타(dldl****),꾸역꾸역보는 개돼지들 많구나 정말 대단해,6,5,0,2020-09-25 12:19:00,0
207,MPA(kunn****),본격 중국 따까리되서 꿀좀 빨아보려다가 중국에서 오지게 까이고 한국에서도 개까이는데 쓰래기 매수된 조작전문 네이버에서는 8점이상 평점치는 쓰래기 영화,1,5,0,2020-09-25 03:13:00,0
208,farl****,와 진짜 어떻게 평점 8점대냐??? ㅋㅋ,1,5,0,2020-09-22 09:53:00,0
209,Beatrice(duyu****),,1,5,0,2020-09-22 09:37:00,0
210,진군가(him2****),"참나 이걸 영화라고,,,오랜만에 잠 잘잤네~",1,5,0,2020-09-22 08:38:00,0
211,pup(pupp****),굳이 불매운동 하고 말고 할 필요도 없음. 정치적인 문제를 떠나서 그냥 재미가 없음ㅋㅋ,1,5,0,2020-09-22 08:33:00,0
212,SG구너비(juho****),뽀로로 극장판이 더 재미있는듯,1,5,0,2020-09-22 08:33:00,0
213,신형민(shm1****),"인생 최악의 영화, 계란없는 계란빵, 팥없는 팥빵, 크림없는 크림빵, 해물없는 해물탕 같은 느낌 스토리도 연속성이 전혀없음. 로또 당첨되셔서 돈 낭비 하시고 싶은 분들은 한번 보시는 걸 추천합니다.",1,5,0,2020-09-22 08:23:00,0
214,원숭이왕자(best****),"소수민족은 탄압하고, 파룬궁은 장기를 적출하면서도 더러운 돈을 쏟아부어 뻔뻔하게 이딴 영화를 만들려는 짱께를 보면 한국의 미래가 암울하다...",1,5,0,2020-09-22 07:48:00,0
215,qwe1****,어이없는 영화 주인공 발연기에 스토리는 삼류고 재미라고는 1도 없음 .,1,5,0,2020-09-21 17:39:00,0
216,jack****,돈 앞에 디즈니도 어쩔수 없구나,1,5,0,2020-09-21 17:02:00,0
217,sk12sja(vbnv****),네이버 못믿겠넼ㅋㅋ 카카오영화평점은 2.1인데 장난하냐 ㅋ,1,5,0,2020-09-21 14:36:00,0
218,rhansrhks(odd3****),Free Hong Kong,1,5,0,2020-09-20 15:48:00,0
219,달팽이(qwer****),그냥 영어가 나오는 중국영화,1,5,0,2020-09-20 07:47:00,0
220,상록수역(2jun****),유역비 배우의 표정없는 고도의 내면 연기가 일품인 영화,2,5,0,2020-09-19 13:52:00,0
221,이재웅(bbac****),그냥 애니의 반에반에반의 감동과 극적 긴장감도 없는듯,6,5,0,2020-09-19 09:45:00,0
222,나우시카(inna****),"홍콩민주화 만세, 위구르 독립 만만세",2,5,0,2020-09-18 17:42:00,0
223,88848(jwso****),홍콩의 민주화를 응원합니다,1,5,0,2020-09-18 17:40:00,0
224,메이션(mati****),이게 영화냐..원작 박살내버렸다..평점 내리자,1,5,0,2020-09-18 17:39:00,0
225,lthd****,우한폐렴 와중에 허접한걸 .,1,5,0,2020-09-18 10:03:00,0
226,엄형(eom0****),왜 사람들은 보지도 않고 덮어놓고 작품을 까는 걸까요? 이 작품은 연출이면 연출 특수효과면 특수효과 스토리면 스토리 미술이면 미술 의상이면 의상 그 어느하나 흠잡을때 많은 실로 어마무시한 작품이오. 난 안보고도 알지...,1,5,0,2020-09-18 09:42:00,0
227,레닉(leni****),프리 홍콩 프리 위구르 프리 티베트,1,5,0,2020-09-18 09:35:00,0
228,포도원(dsfc****),올해 본 최악의 영화!!!,1,5,0,2020-09-18 09:24:00,0
229,곰이몽이(eva1****),기대하고 봤다가 너무 실망..뮬란 애니메이션이 나았다..,1,5,0,2020-09-18 05:33:00,0
230,kilh****,말하는 용없는 뮬란은 앙꼬없는 찐빵,1,5,0,2020-09-18 05:16:00,0
231,파라다이스(seph****),쓰레기 같은 중국 자본 영화. 원작 디즈니 애니가 아깝다.,1,5,0,2020-09-18 03:27:00,0
232,Radical Femi Hell(cams****),헐리우드가 중국검은돈 받아 중뽕질한 영화. 근데 뮬란은 정작 한족이 아니다. 국제깡패 우한폐렴원흉 차이나 세계가 보이콧중인데 지금 상황에서 이게 보고싶나? 앞으로 중국소재 영화는 전부 쫄딱 망해야 정신차린다. 천멸중...,1,5,0,2020-09-18 02:12:00,0
233,ange****,중국 찬양 영화 보이콧합니다.,1,5,0,2020-09-18 01:30:00,0
234,asdf(subw****),평점 1도 아깝다. 상영 전부터 시작해서 디즈니 먹칠한 작품으로 기억될듯...,1,5,0,2020-09-18 01:03:00,0
235,SG9103(cya9****),알밥들 ㅋㅋ 개많네ㅋㅋ,1,5,0,2020-09-18 01:00:00,0
236,VEGA_apa2(dptn****),이건 재미만 없는게 아니라 볼거리도 없음;;아니 제작비로 2억 9천만달러를 썼다면서 스케일이 안시성한테도 딸리는게 말이 되냐? 솔직히 말해봐 너네 제작비 절반 중공애들한테 상납했지?,1,5,0,2020-09-18 00:57:00,0
237,귀여운포로리(teah****),스포일러가 포함된 감상평입니다. 감상평 보기,1,5,0,2020-09-18 00:54:00,0
238,라누가(good****),#뮬란보이콧폭력을 옹호하는 영화 제발 보지맙시다!,1,5,0,2020-09-17 23:46:00,0
239,하루아침(youc****),"유치하고 재미없습니다, 액션신도 너무 억지 같고 디즈니에서 만든게 의심이 갈 정도..",1,6,1,2020-09-22 08:35:00,0
240,yy(ulov****),중국 자본 벌기 위한 디지니 영화... 공산국가를 위한 영화,1,6,1,2020-09-19 14:19:00,0
241,Guest(mk78****),1점도 아까운 영화인데 가장 낮게 줄 수 있는 평점이 1점 뿐이라 아쉬울 정도,1,6,1,2020-09-19 14:13:00,0
242,둠(doom****),이건뭐얌?이건뭐얌?이건뭐얌?이건뭐얌?이건뭐얌?,1,6,1,2020-09-19 13:58:00,0
243,supr****,"별로 재미가 없습니다. 전투도 스케일이 크지 않고, 영화야 그러려니 하고 보는 편이지만 이해가 많이 필요합니다. 보면서 애니메이션 생각이 많이 나더군요. 보이콧을 떠나서 별로 재미가 없었습니다.",2,6,1,2020-09-19 12:50:00,0
244,짜냥(kjof****),불면증 치료 잘 받고 나왔습니다 하하하,2,6,1,2020-09-19 12:08:00,0
245,펌핑맨즈(gudc****),엄복동이 그리운영화입니다.,2,6,1,2020-09-19 03:27:00,0
246,알베르토(kapf****),유치해서 못보겠더라. 이에 비하면 욕하며 봤던 반도는 걸작이다.,2,6,1,2020-09-19 01:40:00,0
247,호호호(yien****),스포일러가 포함된 감상평입니다. 감상평 보기,2,6,1,2020-09-18 08:24:00,0
248,도시농부(csh1****),"주연배우 유역비가 홍콩 민주화 운동이 거세던 지난해 8월, 과잉진압을 벌인 홍콩 경찰을 지지하고 나선 겁니다.전 세계 누리꾼들은 디즈니 계정에 '보이콧 뮬란' 해시태그를 보내고 불매운동을 벌였습니다.[...",1,6,1,2020-09-18 02:26:00,0
249,vac(vacz****),논란 떠나서 재미가 없어요...;;,1,6,1,2020-09-17 20:59:00,0
250,죠스(twee****),와~진짜 짱깨영화의 졸작을 보여주는 최악의 영화다ㅋㅋ 그냥 발로 만들어도 이것보다 나을듯 수준이 그냥 우한코로나 바이러스 수준이다!진심 좋은 소재인  뮬란을 저리 만든인간들 한심하다!,2,6,1,2020-09-17 20:58:00,0
251,스테파노문(bang****),안보길 잘했다~ 노래를 없고 귀여운 용이 어디갔어?,1,6,1,2020-09-17 20:54:00,0
252,광이(n006****),이걸 보고 싶음? 인권 개무시 영화 스스로 미개해지지 말자,1,6,1,2020-09-17 20:39:00,0
253,suksuk(jhj3****),Free tibet free hk,1,6,1,2020-09-17 20:25:00,0
254,seve(stkj****),"고증이 엉망이다. 디즈니는 동양의 돈만 원하지, 문화에 관심은 1도 없어보인다.",2,6,1,2020-09-17 20:22:00,0
255,Asdf(ksd2****),주인공들 연기말고 볼 게 없음...,2,7,2,2020-09-19 22:03:00,0
256,siyo****,뮬란 애니 20-30번 본 사람이라 기대를 안고 갔는데..진짜 어떻게 영화를 이렇게 버려놓죠..무슨 한국 사극 드라마 보가 못한 퀄이에요.. 어떻게 진짜 하..,1,7,2,2020-09-19 14:38:00,0
257,chu8****,너무 기대를 했었나... 거기다 완전 어이없는 포인트 i believe mulan! 중국갬성 가득한 킬링타임용 영화임,1,7,2,2020-09-19 13:42:00,0
258,이대준(dleo****),"그들은 우리의 생명, 일상생활, 경제를 비롯해 문화계까지 망쳐가고 있다.  더는 두고볼 수 없다.",1,7,2,2020-09-19 12:50:00,0
259,ThinkinGarden(95ju****),"아마 이 영화를 보려고 하는 당신은 원조 뮬란의 팬일것이다. 아니면 여성을 주인공으로 한 영화의 성평등 메세지를 즐기고 싶을 것이다. 아니면 잘만든 액션 영화를 보고 싶을 수도 있고, 그냥 리메이크가 궁금할 수도 있...",1,7,2,2020-09-18 08:11:00,0
260,Soulland(xkxk****),영화로 볼 수 있는 영상미는 매우 좋음하지만 만화보다 뭔가 빠진듯한 느낌은 지울 수 없네요,6,10,5,2020-09-24 12:55:00,관람객
261,gold****,진짜 정치적 이슈를 떠나서 디즈니 뮬란을 이따위 개망작으로 만들다니... 아오 빡치네... 내 인생 최악의 영화로 꼽는다,1,4,0,2020-10-05 20:10:00,0
262,양고기(yjhv****),아무리 취향을 존중해주고 개인차이가 있다고 해도디즈니 영화라는 이유로 이런 영화를 고평가 하는 네티즌들이이렇게 많다는건아직 우리나라 영화업계가 갈길이 멀다는 걸 보여주네요.,1,4,0,2020-10-05 15:45:00,0
263,고원우유(pick****),기적의검 실사판 그이상 이하도아님.,1,4,0,2020-10-03 15:40:00,0
264,Scholar Guy(crui****),이제 왠만한 한국영화는 헐리우드영화를 뛰어넘는다는걸 깨닫게 해준 영화.... 어벤져스이런 대작말고는 이제 한국영화가 모든 분야에서 헐리우드 레벨 그 이상이 되는 것을 뮬란을 보고 알았다,1,4,0,2020-09-30 22:16:00,0
265,은종욱(jong****),"전세계 어떤관람층이 이 영화를 보고 만족했을지가 의문이네... 중국 여성들도 보고 호불호가 갈릴법한 독재주의찬양, 걸스캔두애니띵 만 주구장창 외치다 끝남... 원작고증 0점, 개연성0점 , 왜 들어가 있는지 모르겠는...",1,4,0,2020-09-25 14:58:00,0
266,down1234(mov5****),영화관 박차고 나갈 뻔했습니다. 내 어릴 적 인생작을 이렇게 망쳐놨네 디즈니 XXㄴ들,1,4,0,2020-09-25 13:30:00,0
267,이재우(jeff****),ㅂㅅㅇㅎ임 보지마세요,1,4,0,2020-09-25 12:50:00,0
268,ANEW(eogu****),뮬란 인어공주 줄줄이 망할듯,1,4,0,2020-09-25 12:49:00,0
269,무니나루(mony****),"타겟이 아동인지, 청소년인지, 성인인지, 당췌 알 수 없는 영화...  남주도 구리고 연출도 구린건 둘째치고 유역비.. 어떻게 배우가 된거지? 포스터 저렇게밖에 못 찍나? 지나가는 일반인 붙잡고 찍어도 저것보단 포스...",1,4,0,2020-09-25 03:13:00,0
270,Daesung Lee(lds9****),정말 재미없다. 다 안 봐서 다행이다. 쭉쭉 앞으로 감으면서 띄엄띄엄 본 내가 진정한 히어로다.,1,4,0,2020-09-25 03:07:00,0
271,톰(rlgk****),원작에서 뮬란의 노력과 지혜는 어디로 갔나요?우한에 두고왔나요?,1,4,0,2020-09-25 02:42:00,0
272,tjrw****,짱깨가 개입하면 불멸의 디즈니도 망하게 하는구나ㅋㅋㅋ,2,4,0,2020-09-25 01:53:00,0
273,정세민(wjdt****),이건 꼭봐라 두번봐라싮진핑 만만셊,1,4,0,2020-09-25 01:03:00,0
274,You are my Sunshine(sora****),그냥저냥 ~~~주인공부터 쫌~~~,1,4,0,2020-09-25 01:03:00,0
275,Bad4Good(kanj****),지하에 있는 월트 디즈니가 통곡하겠다. 디즈니가 위선적인 PC주의로도 부족해 중국 공산당 선전물로 변하다니,1,4,0,2020-09-25 00:43:00,0
276,나라(cdf7****),디즈니가 원하는게 진짜 이거냐? 이거 너무 퇴보했는데 죄다 무술고수에 연기도 어설프고 진짜 봐도 얻는것 1도 없는 딱 액션만 보는 중국무협영화,1,4,0,2020-09-24 23:33:00,0
277,만두세트(mand****),"흥행참패는 여주인공 발언, 코로나 때문이 아니다... 그냥 영화가 수준 이하일 뿐...",3,4,0,2020-09-24 22:11:00,0
